task_id,semantic_entropy,pass_at_1,prompt_len,SLT,TBG
HumanEval/131,-0.0,1,106,[ 5.46875    0.546875  -3.4375    ... -1.2890625 -1.5078125 -3.40625  ],[ 0.921875  -0.6484375 -5.09375   ...  1.9453125  0.8828125 -1.0703125]
HumanEval/132,0.2056109862867116,0,165,"[ 5.65625     0.796875   -3.21875    ... -0.94140625 -1.453125
 -3.359375  ]","[ 0.96875    -1.25       -4.03125    ...  1.4140625   0.13671875
 -1.4375    ]"
HumanEval/133,-0.0,1,193,[ 5.8125     1.2578125 -3.734375  ... -1.734375  -1.40625   -3.71875  ],"[ 0.6484375   0.046875   -5.84375    ...  1.140625    0.68359375
 -0.671875  ]"
HumanEval/134,1.076311916230239,0,169,[ 6.0625     1.015625  -2.5625    ... -1.203125  -1.3359375 -3.3125   ],"[ 1.828125   -0.90234375 -4.90625    ...  1.109375    0.09814453
 -0.8671875 ]"
HumanEval/135,0.6856000400693661,1,135,[ 5.6875     0.0703125 -4.125     ... -1.1796875 -1.3828125 -3.171875 ],[ 1.       -0.484375 -5.8125   ...  1.1875    1.109375 -1.15625 ]
HumanEval/136,0.7082945024493587,1,170,[ 5.40625    0.3515625 -3.6875    ... -1.265625  -1.625     -3.359375 ],"[ 2.5625     -1.3359375  -5.15625    ...  1.6328125   0.6015625
 -0.17089844]"
HumanEval/137,0.19333654871890907,1,173,[ 5.71875    1.15625   -3.09375   ... -1.1484375 -1.6328125 -3.203125 ],"[ 1.234375    0.52734375 -5.15625    ...  1.203125    0.34570312
 -0.5859375 ]"
HumanEval/138,0.38147453613313853,1,109,"[ 5.6875      0.859375   -2.5        ... -0.76171875 -1.484375
 -3.53125   ]",[-0.046875  -0.90625   -5.15625   ...  1.453125   1.0234375 -1.828125 ]
HumanEval/139,0.1901575216811192,1,129,[ 5.21875    0.8671875 -2.390625  ... -1.0234375 -1.578125  -3.53125  ],"[ 0.015625   -0.484375   -4.59375    ...  1.640625    0.93359375
 -1.8046875 ]"
HumanEval/140,1.6802347694209856,1,138,[ 4.5625    1.96875  -2.78125  ... -1.171875 -1.75     -3.078125],"[ 1.546875    0.546875   -5.875      ...  1.6171875   0.16503906
 -0.31445312]"
HumanEval/141,1.4639679322433632,0,246,[ 5.0625     1.671875  -3.65625   ... -0.8671875 -1.6015625 -3.359375 ],[ 0.640625   0.515625  -6.09375   ...  0.90625    0.875     -1.1015625]
HumanEval/142,1.3186208836578395,0,203,[ 5.1875     0.546875  -3.90625   ... -1.2578125 -1.7265625 -3.40625  ],[ 1.671875  -0.3984375 -6.25      ...  1.125      0.7421875 -0.8515625]
HumanEval/143,0.6721800575623493,1,181,[ 5.46875    0.1953125 -4.21875   ... -1.046875  -1.53125   -3.140625 ],"[ 1.28125    -1.9375     -7.0625     ...  1.2734375   1.4375
 -0.80859375]"
HumanEval/144,-0.0,1,189,[ 5.71875    1.7578125 -2.        ... -0.828125  -1.6796875 -3.46875  ],[ 0.875     -0.96875   -3.96875   ...  0.515625   0.4453125 -1.       ]
HumanEval/145,0.6749826874118501,0,153,[ 4.9375     1.1328125 -3.4375    ... -1.1953125 -2.        -3.109375 ],"[ 1.125      -0.46484375 -6.46875    ...  1.265625    1.1171875
 -0.859375  ]"
HumanEval/146,0.727971692548484,1,161,[ 5.75       0.8359375 -3.84375   ... -1.3671875 -1.4921875 -3.234375 ],"[ 0.140625   -0.890625   -6.375      ...  1.1328125   0.54296875
 -0.79296875]"
HumanEval/147,0.5077646710544704,1,200,[ 4.875      0.4453125 -2.28125   ... -1.40625   -1.640625  -3.921875 ],[-0.46875   -0.15625   -6.3125    ...  1.578125   1.3515625 -1.0234375]
HumanEval/148,0.7862850374489978,1,243,"[ 3.71875     1.6953125  -3.015625   ... -0.94140625 -1.8671875
 -3.078125  ]",[ 1.671875  -1.171875  -6.59375   ...  1.2890625  0.6953125 -0.390625 ]
HumanEval/149,0.420215450363684,1,219,[ 6.15625    0.875     -3.0625    ... -1.5234375 -1.6640625 -3.6875   ],"[ 0.953125   -0.7578125  -5.9375     ...  0.55859375  0.58984375
 -1.234375  ]"
HumanEval/150,0.8523959213923477,1,122,[ 5.21875    0.9296875 -3.65625   ... -0.40625   -1.9609375 -3.796875 ],"[ 0.6875     -0.87890625 -5.28125    ...  1.5         2.015625
 -1.40625   ]"
HumanEval/151,0.19743315627416366,1,171,[ 5.6875     0.984375  -3.9375    ... -1.5546875 -1.5078125 -3.515625 ],"[ 1.484375   -0.49609375 -5.59375    ...  1.3984375   0.34960938
 -0.3828125 ]"
HumanEval/152,-0.0,1,262,[ 5.65625    1.1875    -5.15625   ... -1.6015625 -1.53125   -3.40625  ],"[ 1.375       0.109375   -6.09375    ...  0.25585938  0.04931641
 -0.1875    ]"
HumanEval/153,0.4183241230332354,1,309,[ 5.71875    0.671875  -4.40625   ... -1.1953125 -1.5625    -3.265625 ],"[ 0.6875     -0.4609375  -6.1875     ...  1.609375    1.8671875
 -0.83984375]"
HumanEval/154,1.1574675488787638,1,161,"[ 5.625       1.34375    -3.5625     ... -0.87890625 -1.4453125
 -3.140625  ]","[ 1.078125   -0.55859375 -5.78125    ...  1.1875      0.7265625
 -1.6640625 ]"
HumanEval/155,1.161115142422678,0,100,"[ 4.78125     1.1171875  -3.859375   ... -0.82421875 -1.6875
 -3.265625  ]","[ 1.34375    -0.1328125  -5.0625     ...  1.546875    0.19433594
 -0.53125   ]"
HumanEval/156,1.1151416716577898,1,140,"[ 4.0625      1.5625     -3.359375   ... -0.84765625 -1.6328125
 -3.140625  ]","[ 0.65625    -2.28125    -5.75       ...  1.7890625   1.0703125
 -0.02526855]"
HumanEval/157,0.42353528975319876,1,141,"[ 5.875       1.265625   -2.984375   ... -0.85546875 -1.6171875
 -3.796875  ]",[ 0.75      -1.515625  -6.0625    ...  0.28125    1.0546875 -0.921875 ]
HumanEval/158,-0.0,1,152,[ 5.84375    1.0390625 -3.84375   ... -1.25      -1.5546875 -3.40625  ],[ 0.921875   0.125     -6.09375   ...  1.9453125  1.6640625 -0.4140625]
HumanEval/159,0.5595456860311244,1,322,[ 5.3125     0.1953125 -4.4375    ... -1.2578125 -1.625     -3.15625  ],"[ 1.921875    0.359375   -5.1875     ...  0.97265625  0.7109375
 -0.80859375]"
HumanEval/160,1.1928720320590933,0,239,"[ 5.71875     1.9921875  -3.40625    ... -0.72265625 -1.5859375
 -3.234375  ]","[ 0.953125    0.1640625  -4.875      ...  0.20996094  1.6796875
 -1.765625  ]"
HumanEval/161,-0.0,1,143,[ 5.59375    0.015625  -4.28125   ... -1.2890625 -1.765625  -3.234375 ],[ 1.140625  -0.3046875 -6.09375   ...  0.9921875  0.1640625 -1.28125  ]
HumanEval/162,-0.0,1,118,[ 5.0625     0.28125   -2.203125  ... -1.2265625 -1.609375  -3.40625  ],"[-1.6640625  -3.75       -3.90625    ...  0.83984375  3.125
 -0.42578125]"
HumanEval/163,0.6089393280973361,0,138,[ 5.4375     0.9375    -3.78125   ... -1.3828125 -1.4375    -3.3125   ],"[ 1.1875     -2.0625     -6.3125     ...  1.359375    0.45898438
 -0.49609375]"
