task_id,semantic_entropy,pass_at_1,prompt_len,SLT,TBG
HumanEval/127,0.6098779914737773,0,309,"[-0.44921875  1.3125     -0.54296875 ...  1.328125   -0.953125
 -0.7578125 ]","[-0.17773438  1.         -0.140625   ... -1.234375    1.109375
  1.0546875 ]"
HumanEval/128,0.3960375414692038,0,177,"[-0.25        1.25       -0.54296875 ...  1.703125   -1.4140625
 -0.64453125]","[-0.31835938  1.375      -0.07470703 ... -0.97265625  0.27539062
  0.5078125 ]"
HumanEval/129,1.1049490425125803,0,451,"[-0.44921875  1.09375    -0.45703125 ...  0.87109375 -2.125
 -0.546875  ]","[-0.6484375   0.8203125   0.05712891 ... -0.36523438  1.1953125
  0.04980469]"
HumanEval/130,0.4149964462047988,0,290,"[-0.359375    1.125      -0.69921875 ...  0.92578125 -0.8359375
 -1.359375  ]","[-0.36914062  1.21875    -0.01513672 ... -0.9921875   0.484375
  0.8828125 ]"
HumanEval/131,-0.0,0,126,"[-0.26953125  1.046875   -0.40039062 ...  1.609375   -1.5625
 -1.0625    ]","[-0.41992188  1.234375    0.08496094 ... -0.69140625  0.6484375
  0.81640625]"
HumanEval/132,0.6891766119942853,0,188,"[-0.34765625  1.234375   -0.56640625 ...  1.859375   -1.7109375
 -0.984375  ]","[-0.2578125   1.1328125  -0.08398438 ... -0.45507812  0.50390625
  0.66796875]"
HumanEval/133,0.502390494205378,1,212,"[-0.33984375  1.109375   -0.45117188 ...  1.8515625  -1.328125
 -1.8515625 ]","[-0.25390625  1.3359375  -0.08203125 ... -1.1796875   0.82421875
  0.39257812]"
HumanEval/134,-0.0,0,192,"[-0.29492188  1.296875   -0.5546875  ...  1.515625   -1.5234375
 -1.234375  ]","[-0.29101562  1.3125     -0.00939941 ... -0.08642578  0.15039062
  0.63671875]"
HumanEval/135,0.6931422965754472,1,158,"[-0.34375     1.125      -0.59375    ...  1.40625    -1.7578125
 -0.76953125]","[-0.4453125   1.1328125   0.0168457  ...  0.11230469 -0.32617188
  0.86328125]"
HumanEval/136,0.19425067139394858,0,193,"[-0.43554688  1.265625   -0.6953125  ...  1.3359375  -1.21875
 -0.84765625]","[-0.4765625   1.296875   -0.07226562 ... -1.1015625   0.38671875
  0.4765625 ]"
HumanEval/137,0.9627780425462156,0,196,"[-0.5         1.21875    -0.5625     ...  0.75390625 -1.109375
 -1.3515625 ]","[-0.3125      1.265625   -0.08349609 ... -0.7578125   1.1015625
  0.28710938]"
HumanEval/138,0.703729101264863,1,132,"[-0.38671875  1.1171875  -0.51171875 ...  1.203125   -1.0859375
 -0.68359375]","[-0.4921875   1.078125    0.17285156 ... -0.46875     0.06884766
  0.55078125]"
HumanEval/139,0.8519537108933517,0,150,"[-0.2578125   1.109375   -0.49804688 ...  0.80859375 -0.98046875
 -0.703125  ]","[-0.29101562  1.1875      0.03393555 ... -0.58203125  0.46679688
  0.70703125]"
HumanEval/140,1.1485325345528992,0,161,"[-0.47070312  1.1171875  -0.43164062 ...  1.875      -0.859375
 -1.515625  ]","[-0.47460938  1.265625    0.05395508 ... -0.625       0.6015625
  0.9921875 ]"
HumanEval/141,1.1082922247257134,0,269,"[-0.38085938  0.95703125 -0.55859375 ...  0.98046875 -1.1328125
 -1.53125   ]","[-0.3671875   0.9375     -0.15039062 ... -1.03125     0.68359375
  0.86328125]"
HumanEval/142,0.6672123474898247,1,224,"[-0.29101562  1.03125    -0.16015625 ...  1.296875   -1.6875
 -1.2109375 ]","[-0.33203125  1.3359375  -0.09423828 ... -1.2265625   0.02099609
  1.0859375 ]"
HumanEval/143,0.49011434252744557,0,202,"[-0.328125    0.96484375 -0.5078125  ...  1.328125   -1.03125
 -0.8828125 ]","[-0.37109375  0.96875     0.18554688 ... -0.97265625  1.109375
  0.50390625]"
HumanEval/144,0.9806503735580321,0,210,"[-0.54296875  1.234375   -0.39453125 ...  1.4453125  -1.734375
 -0.90625   ]","[-0.3671875   1.0078125  -0.08300781 ... -1.2890625   0.80859375
  0.5859375 ]"
HumanEval/145,0.30654442299382484,0,170,"[-0.2421875   0.99609375 -0.31640625 ...  1.21875    -1.4921875
 -1.1171875 ]","[-0.34765625  1.3125     -0.00341797 ... -0.21777344  0.4765625
  0.7734375 ]"
HumanEval/146,0.958216703514954,1,174,"[-0.38671875  1.1015625  -0.34570312 ...  1.0859375  -1.75
 -1.6953125 ]","[-0.3046875   1.234375   -0.04052734 ... -0.375       0.43359375
  0.79296875]"
HumanEval/147,-0.0,1,220,"[-0.25976562  1.0625     -0.66796875 ...  0.98046875 -1.109375
 -1.0859375 ]","[-0.4375      0.84765625  0.03320312 ... -1.1484375   0.90234375
  0.640625  ]"
HumanEval/148,1.3912729709733944,1,266,"[-0.40234375  1.265625   -0.47265625 ...  1.359375   -1.5859375
 -0.90625   ]","[-0.62890625  1.          0.0859375  ... -0.96484375  1.140625
  0.8671875 ]"
HumanEval/149,0.7775467943064842,1,242,"[-0.41015625  1.1796875  -0.31054688 ...  1.328125   -1.75
 -1.421875  ]","[-0.3515625   1.078125    0.06298828 ... -0.25976562  0.66015625
  0.8125    ]"
HumanEval/150,0.5030757174947403,1,141,"[-0.4296875   0.9765625  -0.39648438 ...  1.5234375  -0.6953125
 -0.76953125]","[-0.31445312  1.0859375   0.05957031 ... -0.81640625  0.18359375
  0.9609375 ]"
HumanEval/151,0.49356337045123455,0,192,"[-0.36523438  1.1328125  -0.31445312 ...  1.5625     -0.98828125
 -1.75      ]","[-0.29296875  1.4375     -0.01806641 ... -0.57421875  0.18164062
  1.1875    ]"
HumanEval/152,-0.0,1,285,"[-0.49414062  1.234375   -0.203125   ...  1.890625   -2.25
 -1.296875  ]","[-0.421875    1.3515625  -0.03222656 ... -0.890625    0.7890625
  0.78515625]"
HumanEval/153,0.5062099430747855,1,332,"[-0.40234375  1.1015625  -0.37304688 ...  1.390625   -1.75
 -0.578125  ]","[-0.38867188  1.09375    -0.05151367 ... -0.7734375   0.5078125
  0.90625   ]"
HumanEval/154,0.5226294067483711,0,184,"[-0.421875    1.09375    -0.38476562 ...  1.21875    -1.28125
 -0.76171875]","[-0.37890625  1.1640625  -0.06298828 ... -0.84375     0.9453125
  0.05273438]"
HumanEval/155,-0.0,1,120,"[-0.359375    1.015625   -0.38671875 ...  1.515625   -1.6015625
 -1.171875  ]","[-0.39453125  1.171875   -0.04418945 ... -0.73828125  0.6328125
  0.78125   ]"
HumanEval/156,-0.0,1,156,"[-0.578125    1.2578125  -0.56640625 ...  1.5        -1.4921875
 -0.89453125]","[-0.26757812  0.5859375  -0.046875   ... -0.7109375   0.7734375
  0.2265625 ]"
HumanEval/157,-0.0,1,163,"[-0.43359375  1.1328125  -0.4453125  ...  1.3828125  -1.1953125
 -1.2734375 ]","[-0.31054688  1.2265625   0.04003906 ... -0.49023438  0.00265503
  0.90234375]"
HumanEval/158,0.7774202863007302,0,175,"[-0.390625    0.98046875 -0.40234375 ...  1.0859375  -1.203125
 -0.90625   ]","[-0.46289062  1.1796875   0.00170898 ... -0.58203125  1.1484375
  0.08105469]"
HumanEval/159,-0.0,0,332,"[-0.59765625  1.0625     -0.4375     ...  1.40625    -1.71875
 -0.5       ]","[-0.3515625   1.1171875  -0.05688477 ... -0.66796875  0.35546875
  0.66796875]"
HumanEval/160,0.6852698740714096,0,262,"[-0.5234375   1.1484375  -0.5390625  ...  1.5        -1.3984375
 -0.78515625]","[-0.43945312  1.078125   -0.04174805 ... -1.796875    0.78515625
  0.62890625]"
HumanEval/161,0.5101289701390906,0,162,"[-0.29882812  1.0546875  -0.23632812 ...  1.5        -1.59375
 -1.8125    ]","[-0.41210938  1.2265625  -0.03930664 ... -0.640625    0.640625
  0.96484375]"
HumanEval/162,-0.0,1,131,"[-0.30859375  0.9765625  -0.49023438 ...  1.65625    -1.625
 -1.171875  ]","[-0.59375     0.921875    0.01733398 ... -2.28125     1.40625
 -0.08300781]"
HumanEval/163,-0.0,0,159,"[-0.40625     1.0234375  -0.26757812 ...  1.3671875  -1.5390625
 -1.6640625 ]","[-0.3125      1.15625     0.08691406 ...  0.06591797  0.33203125
  0.66796875]"
